,Taxon_ID,Species_name_IUCN,Species_name,Common_name,Redlist_category,Threatened,Population_trend,Decreasing,Body_mass,Bill_length,Range_size,Elevation_min,Elevation_max,Elevation_range,Human_footprint,Migratory_status,Migratory_score,Forest_depend_status,Forest_depend_score,Hermit,Body_mass_log,Bill_length_log,Range_size_log
116,22687643,Elvira_chionura,Elvira_chionura,White-tailed Emerald,Least Concern,0,Unknown,NA,3,17.43,9597.8,1000,1700,700,38.26969291,Not a Migrant,0,Medium,0,0,1.098612289,2.85819286,9.169289185
117,22687646,Elvira_cupreiceps,Elvira_cupreiceps,Coppery-headed Emerald,Least Concern,0,Unknown,NA,3,16.9,5223.2,700,1500,800,35.38509356,Altitudinal Migrant,1,Medium,0,0,1.098612289,2.827313622,8.56086552
118,22687649,Microchera_albocoronata,Microchera_albocoronata,Snowcap,Least Concern,0,Decreasing,1,2.7,14.13,76811,300,1650,1350,30.72747717,Altitudinal Migrant,1,High,1,0,0.993251773,2.648300197,11.24910314
119,22687652,Chalybura_buffonii,Chalybura_buffonii,White-vented Plumeleteer,Least Concern,0,Increasing,0,6.79,25.83,503113.7,0,2000,2000,29.0622179,Not a Migrant,0,Medium,0,0,1.915450942,3.251536607,13.12857147
120,22687655,Chalybura_urochrysia,Chalybura_urochrysia,Bronze-tailed Plumeleteer,Least Concern,0,Decreasing,1,6.38,26.25,208990.8,0,1000,1000,28.10661927,Not a Migrant,0,High,1,0,1.853168097,3.267665989,12.25004551
121,22687658,Aphantochroa_cirrochloris,Aphantochroa_cirrochloris,Sombre Hummingbird,Least Concern,0,Unknown,NA,7.7,24.87,1438336.1,0,700,700,31.12044219,Not a Migrant,0,Medium,0,0,2.041220329,3.213662258,14.17899752
122,22687664,Lampornis_clemenciae,Lampornis_clemenciae,Blue-throated Hummingbird,Least Concern,0,Increasing,0,7.55,28.5,496866,500,3500,3000,24.29452602,Full Migrant,1,High,1,0,2.021547563,3.349904087,13.11607565
123,22687672,Lampornis_viridipallens,Lampornis_viridipallens,Green-throated Mountain-gem,Least Concern,0,Decreasing,1,5.33,22.95,91757.8,900,2700,1800,36.11579146,Not a Migrant,0,High,1,0,1.673351238,3.133317937,11.42690778
124,22687680,Lampornis_hemileucus,Lampornis_hemileucus,White-bellied Mountain-gem,Least Concern,0,Unknown,NA,5.5,23.23,9355,700,1400,700,37.22006766,Altitudinal Migrant,1,High,1,0,1.704748092,3.145444547,9.143666239
125,22687693,Lamprolaima_rhami,Lamprolaima_rhami,Garnet-throated Hummingbird,Least Concern,0,Unknown,NA,7.8,21.13,137859.1,1200,3000,1800,35.41528232,Altitudinal Migrant,1,High,1,0,2.054123734,3.050693832,11.83398743
126,22687696,Adelomyia_melanogenys,Adelomyia_melanogenys,Speckled Hummingbird,Least Concern,0,Unknown,NA,4.93,18.51,620184.6,900,2900,2000,23.37270476,Not a Migrant,0,High,1,0,1.595338988,2.918311127,13.33777245
127,22687703,Phlogophilus_hemileucurus,Phlogophilus_hemileucurus,Ecuadorian Piedtail,Vulnerable,1,Decreasing,1,2.8,18.98,25433.9,500,1200,700,22.78825017,Not a Migrant,0,High,1,0,1.029619417,2.943385793,10.14383821
128,22687708,Phlogophilus_harterti,Phlogophilus_harterti,Peruvian Piedtail,Near Threatened,0,Decreasing,1,2.7,18.83,33304,700,1500,800,15.5989918,Not a Migrant,0,High,1,0,0.993251773,2.935451343,10.41343279
129,22687712,Clytolaema_rubricauda,Clytolaema_rubricauda,Brazilian Ruby,Least Concern,0,Unknown,NA,7.9,24.9,352770.8,0,1500,1500,32.87142233,Not a Migrant,0,Medium,0,0,2.066862759,3.214867803,12.77357383
130,22687715,Heliodoxa_imperatrix,Heliodoxa_imperatrix,Empress Brilliant,Least Concern,0,Unknown,NA,8.8,33.38,22063.3,700,2300,1600,27.65038457,Not a Migrant,0,High,1,0,2.174751721,3.507956918,10.00167087
131,22687718,Heliodoxa_xanthogonys,Heliodoxa_xanthogonys,Velvet-browed Brilliant,Least Concern,0,Decreasing,1,6.99,24.18,222441.7,700,2000,1300,4.814497528,Not a Migrant,0,High,1,0,1.944480556,3.185525845,12.31242032
132,22687721,Heliodoxa_gularis,Heliodoxa_gularis,Pink-throated Brilliant,Vulnerable,1,Decreasing,1,6.3,28.06,22626,300,1100,800,25.81726916,Not a Migrant,0,High,1,0,1.840549633,3.334345075,10.02685497
133,22687725,Heliodoxa_branickii,Heliodoxa_branickii,Rufous-webbed Brilliant,Least Concern,0,Decreasing,1,5.2,25.55,126780.8,650,1700,1050,15.1790113,Not a Migrant,0,High,1,0,1.648658626,3.240637317,11.75021489
134,22687731,Heliodoxa_aurescens,Heliodoxa_aurescens,Gould's Brilliant,Least Concern,0,Decreasing,1,6.4,25.4,3600181.6,0,1400,1400,7.677039845,Not a Migrant,0,High,1,0,1.85629799,3.234749174,15.09649485
135,22687737,Heliodoxa_rubinoides,Heliodoxa_rubinoides,Fawn-breasted Brilliant,Least Concern,0,Unknown,NA,7.79,27.74,203571.9,1200,2600,1400,22.14216585,Not a Migrant,0,Medium,0,0,2.05284086,3.322875415,12.22377454
